"Convergence history of Velocity Magnitude on inlet (in SI units)"
"Flow Time" "Area-Weighted Average Velocity Magnitude"
0.0009996944237839502 0.001094665455470208
0.0019993888475679 0.002189330910940416
0.00299908327135185 0.003283996366410603
0.003998777695135801 0.004378661821880832
0.004998472118919751 0.005473327277351013
0.005998166542703702 0.006567992732821206
0.006997860966487652 0.007662658188291461
0.007997555390271601 0.008757323643761665
0.008997249814055551 0.00985198909923184
0.009996944237839501 0.01094665455470201
0.01099663866162345 0.0120413200101722
0.0119963330854074 0.01313598546564241
0.01299602750919135 0.01423065092111259
0.0139957219329753 0.01532531637658292
0.01499541635675925 0.01641998183205313
0.0159951107805432 0.01751464728752333
0.01699480520432715 0.01860931274299351
0.0179944996281111 0.01970397819846368
0.01899419405189505 0.02079864365393387
0.019993888475679 0.02189330910940405
0.02099358289946296 0.02298797456487424
0.02199327732324691 0.0240826400203444
0.02299297174703086 0.02517730547581467
0.02399266617081481 0.02627197093128482
0.02499236059459876 0.02736663638675503
0.02599205501838271 0.02846130184222519
0.02699174944216666 0.02955596729769566
0.02799144386595062 0.03065063275316584
0.02899113828973457 0.03174529820863601
0.02999083271351852 0.03283996366410626
0.03099052713730247 0.03393462911957637
0.03199022156108642 0.03502929457504666
0.03298991598487037 0.03612396003051673
0.03398961040865432 0.03721862548598703
0.03498930483243826 0.03831329094145702
0.03598899925622221 0.03940795639692736
0.03698869368000616 0.04050262185239775
0.03798838810379011 0.04159728730786774
0.03898808252757405 0.04269195276333809
0.039987776951358 0.04378661821880805
0.04098747137514195 0.04488128367427854
0.0419871657989259 0.04597594912974848
0.04298686022270985 0.04707061458521887
0.04398655464649379 0.04816528004068879
0.04498624907027774 0.04925994549615944
0.04598594349406169 0.05035461095162934
0.04698563791784564 0.05144927640709975
0.04798533234162958 0.05254394186256964
0.04898502676541353 0.05363860731804015
0.04998472118919748 0.05473327277351005
0.05098441561298143 0.0558279382289805
0.05198411003676538 0.05692260368445037
0.05298380446054932 0.05801726913992085
0.05398349888433327 0.05911193459539073
0.05498319330811722 0.06020660005086119
0.05598288773190117 0.06130126550633167
0.05698258215568511 0.06239593096180169
0.05798227657946906 0.06349059641727191
0.05898197100325301 0.06458526187274191
0.05998166542703696 0.06567992732821244
0.06098135985082091 0.0667745927836825
0.06198105427460485 0.06786925823915262
0.06298074869838881 0.06896392369462261
0.06398044312217276 0.07005858915009322
0.0649801375459567 0.07115325460556335
0.06597983196974065 0.07224792006103341
0.0669795263935246 0.07334258551650347
0.06797922081730855 0.07443725097197404
0.0689789152410925 0.07553191642744414
0.06997860966487644 0.07662658188291403
0.07097830408866039 0.07772124733838412
0.07197799851244434 0.07881591279385469
0.07297769293622829 0.0799105782493252
0.07397738736001223 0.08100524370479549
0.07497708178379618 0.08209990916026527
0.07597677620758013 0.08319457461573546
0.07697647063136408 0.08428924007120602
0.07797616505514803 0.08538390552667617
0.07897585947893197 0.0864785709821459
0.07997555390271592 0.08757323643761608
0.08097524832649987 0.08866790189308664
0.08197494275028382 0.08976256734855696
0.08297463717406776 0.0908572328040267
0.08397433159785171 0.09195189825949694
0.08497402602163566 0.0930465637149675
0.08597372044541961 0.09414122917043773
0.08697341486920356 0.0952358946259073
0.0879731092929875 0.09633056008137757
0.08897280371677145 0.09742522553684813
0.0899724981405554 0.09851989099231852
0.09097219256433935 0.09961455644778805
0.09197188698812329 0.1007092219032583
0.09297158141190724 0.1018038873587289
0.09397127583569119 0.1028985528141995
0.09497097025947514 0.1039932182696697
0.09597066468325909 0.1050878837251393
0.09697035910704303 0.1061825491806095
0.09797005353082698 0.1072772146360803
0.09896974795461093 0.1083718800915506
0.09996944237839488 0.10946654554702
0.1009691368021788 0.1105612110024903
0.1019688312259628 0.111655876457961
0.1029685256497467 0.1127505419134313
0.1039682200735307 0.1138452073689007
0.1049679144973146 0.1149398728243712
0.1059676089210986 0.1160345382798417
0.1069673033448825 0.1171292037353121
0.1079669977686665 0.1182238691907814
0.1089666921924504 0.1193185346462519
0.1099663866162344 0.1204132001017224
0.1109660810400183 0.1215078655571928
0.1119657754638023 0.1226025310126633
0.1129654698875862 0.1236971964681328
0.1139651643113702 0.1247918619236034
0.1149648587351541 0.1258865273790737
0.115964553158938 0.1269811928345438
0.116964247582722 0.1280758582900137
0.1179639420065059 0.1291705237454838
0.1189636364302899 0.1302651892009541
0.1199633308540738 0.1313598546564248
0.1209630252778578 0.1324545201118942
0.1219627197016417 0.133549185567365
0.1229624141254257 0.1346438510228352
0.1239621085492096 0.1357385164783052
0.1249618029729936 0.1368331819337752
0.1259614973967775 0.1379278473892452
0.1269611918205615 0.1390225128447154
0.1279608862443454 0.1401171783001862
0.1289605806681294 0.1412118437556555
0.1299602750919133 0.1423065092111266
0.1309599695156973 0.1434011746665966
0.1319596639394812 0.1444958401220667
0.1329593583632652 0.1455905055775378
0.1339590527870491 0.1466851710330069
0.1349587472108331 0.1477798364884779
0.135958441634617 0.1488745019439481
0.136958136058401 0.1499691673994179
0.1379578304821849 0.1510638328548882
0.1389575249059689 0.152158498310358
0.1399572193297528 0.1532531637658281
0.1409569137535368 0.1543478292212991
0.1419566081773207 0.1554424946767682
0.1429563026011047 0.1565371601322393
0.1439559970248886 0.1576318255877094
0.1449556914486725 0.1587264910431791
0.1459553858724565 0.1598211564986496
0.1469550802962404 0.1609158219541194
0.1479547747200244 0.1620104874095895
0.1489544691438083 0.1631051528650608
0.1499541635675923 0.1641998183205305
0.1509538579913762 0.1652944837760011
0.1519535524151602 0.1663891492314709
0.1529532468389441 0.1674838146869407
0.1539529412627281 0.168578480142412
0.154952635686512 0.169673145597881
0.155952330110296 0.1707678110533523
0.1569520245340799 0.1718624765088221
0.1579517189578639 0.1729571419642917
0.1589514133816478 0.1740518074197625
0.1599511078054318 0.1751464728752322
0.1609508022292157 0.1762411383307019
0.1619504966529997 0.1773358037861733
0.1629501910767836 0.1784304692416423
0.1639498855005676 0.1795251346971139
0.1649495799243515 0.1806198001525837
0.1659492743481354 0.1817144656080532
0.1669489687719194 0.1828091310635241
0.1679486631957033 0.1839037965189939
0.1689483576194873 0.1849984619744653
0.1699480520432712 0.186093127429935
